Issue Type,Issue key,Issue id,Parent id,Assignee,Status,Custom field (Planned Prod Deployment),Resolution,Updated,Due Date,Custom field (CMS Product Name),Custom field (Vulnerability Title),Custom field (Asset Names),Custom field (Service Port),Summary,Custom field (Vulnerability Proof),Custom field (Proof),Custom field (Package Details Dynamic),Custom field (Misconfiguration Description),Custom field (Misconfiguration Solution)
Vulnerability item,GCPSCC-3841249,5592692,2883872.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keys,Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/101286574355653791547?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-4003534,3268368,3893601.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/108108675124589400788?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-3095261,3678264,1844978.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/110995944110842568194?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-546346,526280,6612567.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keys,Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/101884182235103815290?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-4905002,8073371,1498237.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/100527516740379916173?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-6067445,6627617,3269262.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/109277215686414136757?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-8128079,3609517,4469933.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keys,Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/101818541118407836885?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-2311813,1816905,6751116.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/114489957340154324634?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-3502893,4340871,7403691.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keys,Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/101649106832970025836?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-3415813,6697562,1331367.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/103256301878526323133?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-887339,2432405,3061028.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/108433679801562823605?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-2369442,1763521,5337251.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/102943541624124355975?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-3970677,3463269,5317641.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/109304231252253949519?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-5696204,4349310,3988268.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/115337203320080468886?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-6817800,4291464,8171705.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/108282419298068135667?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-1823182,7860296,8503345.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/110089474452245079799?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-501480,6013724,5853470.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/116096501394587396172?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-6635456,2989332,8835991.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/116855173249890262837?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-1933640,8275606,3037397.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/111823804144402740360?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-3483069,4011961,2067428.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/101562492721792162768?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-5164618,4065612,6217670.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/107637388279863033319?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-3669847,1030059,5775609.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/108263461503537083205?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-1591971,5454855,1074737.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/109028737956653454532?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-4063611,2774388,7787046.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/113981429213877425768?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-1863661,8973590,3887740.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keys,Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/105096092395354721863?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-3919402,6721086,1942655.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/109533631188922090473?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-7997744,3305231,1488045.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keys,Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/114967961683458408589?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-7387034,7643712,5711089.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/110224913197610751877?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-7353091,8728385,7521469.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/103805324390136746526?project=dbg-stx-transfer-simu-e9 to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-1019824,3063794,6476209.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/103435439578196980515?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-3464529,4059770,4546985.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/117814203413990043301?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-6914134,5415962,2640175.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keys,Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/114825740826067204783?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-4209303,7498776,5160039.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/102806800433631615573?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-7689981,398250,7576702.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/103159588490362737534?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-959025,3378564,5132026.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/113745951206411344026?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-3524604,1616668,4499833.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keys,Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/106813899472284047441?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-4133868,2461805,7553372.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/112510108320876386428?project=dbg-stx-infra-simu-cf to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-1892412,1067258,6601845.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keys,Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/100250112019356064269?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-1220409,2186230,799390.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/108444343782156991227?project=dbg-stx-transfer-prod-84 to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-8459658,2852127,3669312.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/111776026938706984736?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-4425209,1917887,4391019.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/105047410527481978116?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,GCPSCC-4028593,5113603,7252112.0,usr4276d,Risk Covered,,Resolved,16/Apr/2026 5:38 AM,15/Feb/2026 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: saallowkeyscreate:EMP-79834,environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/111526878021830321180?project=dbg-stx-infra-prod-3e to manage keys. Delete user-managed service account keys if they are not used by any application.
